,N,P,K,temperature,humidity,ph,rainfall,label,Cluster
705,37,122,204,39.648518,82.2108,6.2530346,70.39906,grapes,Cluster 1
706,36,141,203,16.775574,82.75242,6.1061907,66.762856,grapes,Cluster 1
707,13,127,204,12.141907,83.56812,5.6472025,69.63122,grapes,Cluster 1
708,36,122,196,12.756796,81.62498,6.1303105,66.77844,grapes,Cluster 1
709,34,138,201,39.040718,80.18393,6.4996047,73.884674,grapes,Cluster 1
710,29,145,200,39.70772,82.685936,5.554832,74.91506,grapes,Cluster 1
711,25,143,203,9.46796,82.29336,5.800243,66.02765,grapes,Cluster 1
712,26,143,200,29.587484,80.91934,5.5702906,68.06417,grapes,Cluster 1
713,32,145,195,17.828037,80.96094,6.275641,65.84749,grapes,Cluster 1
714,28,122,199,8.825675,82.89754,5.5366454,67.23576,grapes,Cluster 1
715,10,134,198,27.834871,83.51445,6.208197,73.028824,grapes,Cluster 1
716,38,136,195,11.021053,80.55557,5.8706007,68.23963,grapes,Cluster 1
717,20,141,198,17.586294,80.84807,6.3347716,71.40655,grapes,Cluster 1
718,17,130,202,19.893639,82.733665,5.8565755,69.66257,grapes,Cluster 1
719,33,122,200,29.937077,81.77714,5.8989444,65.5228,grapes,Cluster 1
720,14,143,197,36.731266,80.58932,5.7756004,72.24231,grapes,Cluster 1
721,11,136,203,20.420948,81.54185,5.931102,66.93066,grapes,Cluster 1
722,4,127,197,25.519398,83.98352,6.2286453,69.17281,grapes,Cluster 1
723,27,130,204,30.507347,82.71776,5.5942407,70.082,grapes,Cluster 1
724,27,130,204,18.426994,80.55626,5.5692306,69.75734,grapes,Cluster 1
725,31,141,204,12.087022,83.59399,5.9320283,68.66814,grapes,Cluster 1
726,36,140,195,23.601154,82.48337,6.4232163,73.23902,grapes,Cluster 1
727,4,141,198,12.800004,81.20876,6.417501,67.10439,grapes,Cluster 1
728,22,127,201,38.060993,82.2473,6.2349043,65.701485,grapes,Cluster 1
729,35,136,203,39.065556,82.03813,6.0005736,69.30773,grapes,Cluster 1
730,12,145,199,33.78373,81.16315,5.685103,74.535576,grapes,Cluster 1
731,27,123,202,16.762016,82.00336,5.66214,73.287125,grapes,Cluster 1
732,20,135,195,35.893074,82.66851,6.3581867,66.53947,grapes,Cluster 1
733,2,141,204,21.012453,81.17932,6.1194954,66.38448,grapes,Cluster 1
734,37,145,201,10.898759,80.016396,6.2076006,68.69421,grapes,Cluster 1
735,26,129,203,16.362518,83.004715,6.4875464,71.556656,grapes,Cluster 1
736,13,143,198,20.2837,81.32236,5.8171773,71.06611,grapes,Cluster 1
737,0,120,196,25.111084,83.25448,6.32548,73.01027,grapes,Cluster 1
738,30,123,200,33.464115,83.86743,5.562791,67.92204,grapes,Cluster 1
739,16,135,197,11.7976465,80.86325,6.4873695,65.069626,grapes,Cluster 1
740,38,129,205,11.3630085,80.031,6.116983,71.18289,grapes,Cluster 1
741,19,126,199,25.235424,80.687004,5.6957927,67.03841,grapes,Cluster 1
742,26,142,202,15.990507,81.23966,5.734317,74.401985,grapes,Cluster 1
743,4,127,200,22.435902,80.18612,6.3294997,65.397316,grapes,Cluster 1
744,29,133,196,34.76086,81.035446,6.1670136,65.7043,grapes,Cluster 1
745,11,120,204,31.110472,83.34011,5.653776,71.430016,grapes,Cluster 1
746,40,127,205,28.578287,80.95629,5.840256,73.34232,grapes,Cluster 1
747,21,127,199,41.18665,81.01784,5.539981,68.68896,grapes,Cluster 1
748,5,143,204,27.027662,83.17094,5.833302,70.95666,grapes,Cluster 1
749,0,129,195,21.193394,82.330986,6.3994336,74.62835,grapes,Cluster 1
750,1,125,205,10.380048,83.44518,6.138959,67.39174,grapes,Cluster 1
751,13,130,196,31.311598,82.56407,5.972851,65.010956,grapes,Cluster 1
752,7,136,202,20.466578,80.97598,6.4560795,71.29814,grapes,Cluster 1
753,10,137,205,29.369476,81.53996,6.3364267,66.13443,grapes,Cluster 1
754,15,130,204,10.723024,80.02131,6.42542,65.29821,grapes,Cluster 1
755,33,120,195,14.97847,80.4998,6.2943954,71.63438,grapes,Cluster 1
756,25,121,200,15.324665,81.67216,6.477768,71.60103,grapes,Cluster 1
757,30,141,195,18.739323,81.12109,5.9315386,73.55808,grapes,Cluster 1
758,16,132,204,19.364256,83.36094,5.9805984,67.15095,grapes,Cluster 1
759,2,136,197,41.207336,81.61051,6.3897834,65.902275,grapes,Cluster 1
760,16,136,198,33.342144,82.510345,5.6932874,70.680984,grapes,Cluster 1
761,2,134,205,23.819958,80.122116,6.002996,67.27399,grapes,Cluster 1
762,35,127,195,40.660122,81.24996,6.3729596,74.030304,grapes,Cluster 1
763,33,127,204,11.827682,80.282715,5.510925,74.10225,grapes,Cluster 1
764,9,139,205,13.285044,83.54194,5.699453,65.80006,grapes,Cluster 1
765,9,138,195,35.83089,83.3256,5.7785945,73.67985,grapes,Cluster 1
766,22,138,204,26.181597,81.038864,6.315586,66.05912,grapes,Cluster 1
767,24,126,202,24.575584,80.706955,5.971813,69.706116,grapes,Cluster 1
768,21,123,205,29.67229,83.71499,5.891196,66.4849,grapes,Cluster 1
769,23,125,203,39.371025,81.25354,6.1298127,74.08102,grapes,Cluster 1
770,36,142,195,17.665585,82.92903,6.3130856,69.86713,grapes,Cluster 1
771,21,132,202,24.066793,82.66396,6.053663,69.81856,grapes,Cluster 1
772,7,143,205,15.314135,80.097115,5.804799,74.82145,grapes,Cluster 1
773,13,133,203,21.774668,80.54942,6.4007196,69.3963,grapes,Cluster 1
774,5,126,196,26.916248,80.76839,5.953966,69.30927,grapes,Cluster 1
775,18,141,202,41.65603,82.22118,5.609256,74.19665,grapes,Cluster 1
776,8,134,199,17.986677,81.177124,5.7772713,72.37128,grapes,Cluster 1
777,39,140,197,29.120338,82.79093,5.6823955,68.8503,grapes,Cluster 1
778,7,122,205,34.389225,83.18393,5.8639965,71.030014,grapes,Cluster 1
779,36,126,205,41.361065,82.79783,6.444373,69.921074,grapes,Cluster 1
780,5,142,203,35.121582,82.268906,5.5508323,69.71519,grapes,Cluster 1
781,1,135,205,19.649178,80.15216,6.107742,73.6953,grapes,Cluster 1
782,31,137,198,16.278528,82.9427,5.6207457,66.57463,grapes,Cluster 1
783,2,127,203,21.119036,80.633995,6.349876,69.277794,grapes,Cluster 1
784,10,121,196,19.207771,82.90428,6.484323,66.83114,grapes,Cluster 1
785,40,126,195,25.963083,82.57813,5.8387485,70.317825,grapes,Cluster 1
786,5,137,199,25.673851,81.621216,6.2909985,74.10919,grapes,Cluster 1
787,29,134,204,41.948658,81.15595,5.6383286,73.06863,grapes,Cluster 1
788,29,144,203,11.189942,80.80843,6.415556,66.34235,grapes,Cluster 1
789,34,140,201,17.543829,82.94704,6.3237224,73.77064,grapes,Cluster 1
790,20,145,205,13.058098,80.28298,5.75701,70.75633,grapes,Cluster 1
791,14,122,196,9.724458,83.74766,6.1586895,74.46411,grapes,Cluster 1
792,28,121,205,27.92005,82.932625,5.7335396,69.92093,grapes,Cluster 1
793,5,123,202,9.535585,80.731125,5.9087243,69.441154,grapes,Cluster 1
794,28,122,196,13.429886,80.06634,6.361141,71.40043,grapes,Cluster 1
795,35,138,196,9.851243,80.22632,5.9653788,68.428024,grapes,Cluster 1
796,37,125,201,24.97256,82.72829,6.4767575,66.700165,grapes,Cluster 1
797,38,142,196,27.237083,82.94573,6.224543,70.42509,grapes,Cluster 1
798,4,131,199,18.70679,83.47953,6.209928,66.59645,grapes,Cluster 1
799,40,142,196,9.949929,82.55139,5.8411384,66.00818,grapes,Cluster 1
800,2,136,199,22.750887,90.69489,5.521467,110.431786,apple,Cluster 1
801,31,128,205,23.849401,94.34815,6.1332207,114.05125,apple,Cluster 1
802,0,141,200,22.60801,94.589005,6.2262897,116.03966,apple,Cluster 1
803,26,141,196,21.186674,91.13435,6.321152,122.23332,apple,Cluster 1
804,11,123,202,23.410446,91.699135,5.587906,116.07779,apple,Cluster 1
805,21,145,203,22.860065,93.1286,5.8241515,117.729675,apple,Cluster 1
806,17,140,195,22.48403,93.408195,5.77218,105.54736,apple,Cluster 1
807,37,125,199,22.027754,92.961296,5.790993,121.13492,apple,Cluster 1
808,2,144,199,21.911913,91.68748,6.499227,117.076126,apple,Cluster 1
809,2,126,201,23.71059,93.273926,5.658474,112.667656,apple,Cluster 1
810,20,133,198,21.377846,92.720436,5.573241,106.1417,apple,Cluster 1
811,8,123,200,22.848528,94.321304,6.0794973,123.597786,apple,Cluster 1
812,10,128,205,23.109426,92.79631,6.38318,108.18379,apple,Cluster 1
813,37,138,198,23.252308,94.54128,5.867421,105.35584,apple,Cluster 1
814,23,121,198,23.672878,90.49356,5.708419,104.229805,apple,Cluster 1
815,5,132,200,23.768816,90.59811,5.798351,102.264854,apple,Cluster 1
816,15,128,202,23.343864,91.476845,6.2818837,104.426796,apple,Cluster 1
817,18,139,199,22.639465,90.18452,5.6979456,108.34059,apple,Cluster 1
818,34,141,201,22.456968,94.762856,5.605934,114.840775,apple,Cluster 1
819,39,127,200,22.963884,93.58066,5.856481,104.6473,apple,Cluster 1
820,14,137,205,21.072735,93.56586,6.041054,107.8737,apple,Cluster 1
821,19,136,198,22.44075,92.70785,5.6850624,121.497734,apple,Cluster 1
822,37,130,195,22.712713,90.452614,5.669489,109.88526,apple,Cluster 1
823,31,143,204,21.70417,93.44006,5.7517076,115.17814,apple,Cluster 1
824,9,128,204,22.433245,92.48668,5.800449,119.102516,apple,Cluster 1
825,36,130,198,21.25941,92.84416,5.8213477,109.06585,apple,Cluster 1
826,4,130,200,22.92157,94.89613,6.280223,105.69415,apple,Cluster 1
827,18,142,204,22.812126,91.518616,6.027314,107.855225,apple,Cluster 1
828,16,137,202,21.121521,90.687874,5.6366873,102.80172,apple,Cluster 1
829,0,141,197,21.114786,90.315285,5.559364,104.50866,apple,Cluster 1
830,32,121,202,23.599972,90.975975,5.5964494,107.17282,apple,Cluster 1
831,26,139,204,23.126526,94.712036,5.893493,108.621185,apple,Cluster 1
832,19,130,198,22.984589,93.32045,5.8757186,122.19525,apple,Cluster 1
833,33,121,198,22.126595,90.97818,6.3860216,104.54123,apple,Cluster 1
834,7,145,205,22.537798,91.48136,5.7108197,101.84747,apple,Cluster 1
835,28,137,204,22.490952,91.70293,5.7959857,124.39151,apple,Cluster 1
836,21,133,202,22.355482,94.47812,6.046674,116.736626,apple,Cluster 1
837,38,138,197,22.20701,93.505745,6.4433827,120.15938,apple,Cluster 1
838,35,135,198,22.44517,94.73763,5.617227,107.184326,apple,Cluster 1
839,17,131,199,22.76643,92.12438,6.4422894,120.436,apple,Cluster 1
840,36,144,201,22.191093,90.02575,6.1620345,112.31266,apple,Cluster 1
841,21,138,199,23.61192,91.70294,5.812782,123.59008,apple,Cluster 1
842,31,126,197,23.86087,94.92048,5.765015,105.02413,apple,Cluster 1
843,18,132,202,21.421772,92.626656,6.1849227,102.804565,apple,Cluster 1
844,2,142,203,22.366293,90.78573,5.739652,124.98316,apple,Cluster 1
845,29,135,204,23.996862,91.610016,5.8247786,117.61029,apple,Cluster 1
846,17,131,203,21.801298,92.73447,5.5548234,120.05867,apple,Cluster 1
847,34,131,203,23.804363,92.80441,6.0242486,100.619255,apple,Cluster 1
848,25,120,196,23.714752,91.53331,5.6313334,121.896164,apple,Cluster 1
849,8,128,201,23.344673,90.379814,5.811975,112.8954,apple,Cluster 1
850,20,123,201,22.312536,90.035774,5.7305574,113.06882,apple,Cluster 1
851,27,140,198,23.502014,92.21084,5.669991,107.98689,apple,Cluster 1
852,2,145,195,23.462603,91.45665,5.6827517,111.77634,apple,Cluster 1
853,4,133,202,23.062044,92.39544,6.2458587,114.73991,apple,Cluster 1
854,16,144,203,22.474205,91.2276,6.01737,124.21797,apple,Cluster 1
855,29,127,203,22.697802,92.822235,5.5345674,105.05083,apple,Cluster 1
856,14,127,200,23.66682,93.90191,5.952368,105.400475,apple,Cluster 1
857,18,130,198,22.500504,92.458786,6.1264367,100.93439,apple,Cluster 1
858,27,132,205,23.830536,90.84422,6.4068184,109.59668,apple,Cluster 1
859,6,140,205,23.641424,93.74461,6.1559396,116.691216,apple,Cluster 1
860,8,128,200,21.41364,92.99125,5.878569,118.3979,apple,Cluster 1
861,4,138,205,22.852674,94.57646,5.935336,117.5314,apple,Cluster 1
862,16,130,199,22.98208,93.84505,5.971332,109.58523,apple,Cluster 1
863,2,139,198,21.199095,90.8082,5.671306,103.68389,apple,Cluster 1
864,7,142,202,23.871923,90.49939,5.882156,103.05481,apple,Cluster 1
865,32,132,199,21.036528,94.339195,6.0855193,114.74127,apple,Cluster 1
866,31,127,196,22.617117,93.51978,5.9040265,116.925674,apple,Cluster 1
867,37,131,199,21.452787,90.745316,6.110219,116.70366,apple,Cluster 1
868,10,140,196,22.812275,92.12992,6.2123027,109.338356,apple,Cluster 1
869,13,145,202,21.981419,91.12719,6.142803,115.47891,apple,Cluster 1
870,7,142,197,22.527094,92.547806,6.3659725,115.383,apple,Cluster 1
871,40,139,203,22.356287,91.92361,6.2642026,107.769745,apple,Cluster 1
872,19,140,203,21.198523,92.15595,6.2761984,105.85544,apple,Cluster 1
873,34,130,204,23.881247,93.450676,5.514253,104.91167,apple,Cluster 1
874,28,140,204,22.782341,94.368034,5.682344,122.145,apple,Cluster 1
875,24,138,205,22.190554,92.437645,5.830892,121.66228,apple,Cluster 1
876,1,134,205,22.9143,90.70476,5.603413,118.60446,apple,Cluster 1
877,5,121,204,23.089508,90.225075,6.096753,108.21666,apple,Cluster 1
878,14,124,195,21.724846,92.83976,6.0565295,121.696175,apple,Cluster 1
879,19,127,203,22.443077,91.59234,6.1602674,102.55658,apple,Cluster 1
880,7,130,205,21.131607,91.957695,5.814435,122.53919,apple,Cluster 1
881,18,144,203,22.717506,92.2548,5.9872627,107.028984,apple,Cluster 1
882,24,134,196,23.75033,92.88161,5.5700207,117.660286,apple,Cluster 1
883,15,126,198,23.761219,93.661644,5.9655514,100.82596,apple,Cluster 1
884,33,126,200,22.134506,94.676956,6.0623565,112.92032,apple,Cluster 1
885,25,122,199,21.17089,90.237305,5.895319,123.64951,apple,Cluster 1
886,19,140,197,22.362383,91.157616,6.1194324,118.68327,apple,Cluster 1
887,19,143,197,22.778564,92.70124,5.624203,113.775925,apple,Cluster 1
888,26,144,204,21.225035,90.09878,5.520783,113.97604,apple,Cluster 1
889,13,123,200,23.157911,90.34397,5.7315354,110.71284,apple,Cluster 1
890,24,138,203,22.427761,93.91722,5.893491,102.723076,apple,Cluster 1
891,17,122,200,23.64083,90.952576,5.560521,116.74313,apple,Cluster 1
892,11,142,200,22.294235,90.69034,6.2223907,122.741875,apple,Cluster 1
893,22,125,203,23.352251,90.90054,6.071255,113.03814,apple,Cluster 1
894,14,141,197,22.039116,94.58076,6.23195,110.9804,apple,Cluster 1
895,18,139,195,23.805939,92.48879,5.8894806,119.63355,apple,Cluster 1
896,17,135,195,22.31944,90.851746,5.7327576,100.11735,apple,Cluster 1
897,30,139,205,22.144642,93.825676,6.400321,120.63108,apple,Cluster 1
898,32,140,197,23.651676,94.50529,6.4969344,115.36113,apple,Cluster 1
899,10,132,198,22.169395,90.27186,6.229499,124.46831,apple,Cluster 1
900,24,19,7,15.781442,92.51078,6.354007,119.035,orange,Cluster 2
901,3,13,14,26.030973,91.508194,7.511755,101.284775,orange,Cluster 2
902,10,19,11,13.360506,91.35608,7.3351583,111.22669,orange,Cluster 2
903,31,9,10,18.879576,92.043045,7.8139167,114.665955,orange,Cluster 2
904,0,7,7,29.477417,91.578026,7.129137,111.17275,orange,Cluster 2
905,31,16,5,28.069033,92.91487,6.0799985,114.13394,orange,Cluster 2
906,34,14,8,25.66901,92.04671,7.4089394,112.54242,orange,Cluster 2
907,28,30,12,29.771494,92.0072,7.207991,114.416176,orange,Cluster 2
908,26,17,11,30.554726,90.903435,7.1892595,106.0712,orange,Cluster 2
909,27,16,10,23.961475,90.264084,7.3653383,102.69587,orange,Cluster 2
910,19,21,10,23.982897,91.54732,7.4559913,118.49017,orange,Cluster 2
911,17,29,10,25.260527,90.31154,6.8222823,117.36953,orange,Cluster 2
912,15,10,15,31.083689,90.14362,7.0287466,109.68947,orange,Cluster 2
913,8,11,7,14.78003,91.22062,6.11843,100.196175,orange,Cluster 2
914,26,16,10,26.566084,94.4524,6.2853127,116.379654,orange,Cluster 2
915,10,30,8,24.859034,94.39001,6.5592365,111.78037,orange,Cluster 2
916,15,21,5,34.514652,93.63813,7.163246,103.56849,orange,Cluster 2
917,10,10,14,24.121887,90.72352,6.945563,102.83563,orange,Cluster 2
918,4,23,8,23.853403,90.105225,7.4747105,103.923225,orange,Cluster 2
919,17,27,10,24.602976,91.28409,7.6011896,111.294815,orange,Cluster 2
920,12,23,15,15.632111,94.25966,7.5611434,101.47057,orange,Cluster 2
921,1,20,14,19.335169,91.97979,6.3616714,116.450424,orange,Cluster 2
922,21,21,11,28.262049,91.98318,6.929216,105.21323,orange,Cluster 2
923,13,5,13,22.675945,93.36349,7.4779353,110.33327,orange,Cluster 2
924,40,9,10,21.032001,92.964195,7.6844206,110.682396,orange,Cluster 2
925,26,25,10,33.23453,91.06054,7.825532,115.76599,orange,Cluster 2
926,38,30,14,22.30319,92.159874,6.438669,117.36881,orange,Cluster 2
927,20,5,8,11.503229,94.89332,6.946355,115.568375,orange,Cluster 2
928,10,7,15,14.3432045,94.357346,7.9944654,110.22231,orange,Cluster 2
929,19,7,11,33.105698,93.484474,7.4341187,119.17091,orange,Cluster 2
930,12,12,6,30.491838,90.45829,7.7819886,113.33021,orange,Cluster 2
931,2,30,12,30.255781,92.03273,6.0523186,116.717316,orange,Cluster 2
932,29,18,14,12.228162,90.26457,7.1066504,108.41617,orange,Cluster 2
933,25,9,9,10.010813,90.22399,6.220943,119.394104,orange,Cluster 2
934,13,20,8,22.791967,90.60902,6.4204574,116.50841,orange,Cluster 2
935,25,11,11,20.184322,90.65459,6.9692497,116.813095,orange,Cluster 2
936,10,30,12,30.721199,94.01332,6.011302,106.8118,orange,Cluster 2
937,22,20,11,24.35591,92.396515,6.600949,119.69466,orange,Cluster 2
938,37,12,5,21.21307,91.35349,7.8178463,112.98344,orange,Cluster 2
939,30,21,13,10.786898,91.38412,6.819827,117.52934,orange,Cluster 2
940,9,16,6,11.899257,91.34664,7.2914057,103.57715,orange,Cluster 2
941,21,29,8,22.56664,93.374886,7.598729,109.858574,orange,Cluster 2
942,31,19,11,18.868832,93.24688,6.157135,119.3937,orange,Cluster 2
943,30,27,6,17.340837,93.04897,7.1917276,112.71943,orange,Cluster 2
944,14,17,10,34.906654,92.878204,7.4187617,102.190636,orange,Cluster 2
945,23,6,15,24.5361,91.90997,6.488221,115.9788,orange,Cluster 2
946,8,17,5,13.8377285,91.7478,6.044167,107.98732,orange,Cluster 2
947,17,13,12,22.355104,93.52212,6.0103917,101.51646,orange,Cluster 2
948,31,22,9,34.74005,93.12317,6.9498386,100.196785,orange,Cluster 2
949,15,6,11,11.547857,94.14861,7.907956,108.82892,orange,Cluster 2
950,24,16,10,23.133389,91.9467,7.6397886,104.42242,orange,Cluster 2
951,25,10,6,29.983646,94.5524,7.5335093,115.35603,orange,Cluster 2
952,24,21,7,20.879475,90.93756,6.251587,102.45508,orange,Cluster 2
953,39,16,9,17.249447,91.137726,6.543192,112.50905,orange,Cluster 2
954,5,22,12,15.833887,91.68294,7.651225,109.75714,orange,Cluster 2
955,34,15,12,23.010143,91.117645,6.7088895,112.67383,orange,Cluster 2
956,40,26,13,16.396242,92.18152,6.625539,102.94416,orange,Cluster 2
957,11,26,13,24.451328,93.10528,6.528355,109.47111,orange,Cluster 2
958,24,18,10,31.878592,91.15248,6.45064,105.34378,orange,Cluster 2
959,27,14,11,31.349201,91.482475,7.1819077,109.15498,orange,Cluster 2
960,7,15,9,18.051424,90.039696,7.0164824,111.77939,orange,Cluster 2
961,9,14,15,30.84835,92.86774,6.388617,107.41427,orange,Cluster 2
962,23,23,14,22.45617,91.52782,7.5712543,118.00693,orange,Cluster 2
963,19,5,5,13.703192,90.955894,7.6093483,106.29449,orange,Cluster 2
964,11,14,14,20.489546,93.72485,7.137137,111.839195,orange,Cluster 2
965,5,18,7,13.208444,94.027695,6.3540225,106.269615,orange,Cluster 2
966,13,30,15,32.319443,93.67805,6.196908,117.62365,orange,Cluster 2
967,6,14,11,20.681852,90.91511,7.8295074,109.751396,orange,Cluster 2
968,32,22,9,31.52676,90.50622,6.3952584,113.11694,orange,Cluster 2
969,34,19,12,25.354677,91.81183,7.992042,116.75559,orange,Cluster 2
970,34,18,6,17.665455,91.69866,6.5834117,110.68575,orange,Cluster 2
971,11,18,10,12.5909395,91.81669,6.2060533,119.39167,orange,Cluster 2
972,40,27,15,11.86632,93.683945,6.976998,106.06015,orange,Cluster 2
973,5,21,5,11.033679,92.227066,6.562595,112.77159,orange,Cluster 2
974,24,9,8,25.299044,94.964195,7.2604165,117.97334,orange,Cluster 2
975,8,19,6,32.23798,90.15407,6.460045,104.70522,orange,Cluster 2
976,18,5,14,17.684088,94.358154,6.699165,108.06382,orange,Cluster 2
977,18,5,15,10.270887,90.191475,7.4011216,106.69552,orange,Cluster 2
978,26,13,10,17.220345,94.78797,6.9120336,108.00543,orange,Cluster 2
979,28,23,8,19.667055,90.50097,7.76404,100.1738,orange,Cluster 2
980,35,10,7,10.356096,93.75652,7.796034,101.14569,orange,Cluster 2
981,20,17,13,27.255436,91.71369,6.9698834,101.139435,orange,Cluster 2
982,25,20,11,34.591785,92.1323,6.7307577,115.565025,orange,Cluster 2
983,39,29,11,32.39524,94.517685,6.6013956,113.25373,orange,Cluster 2
984,37,17,9,10.164313,91.22321,6.4659133,106.36255,orange,Cluster 2
985,17,27,8,21.491186,93.4395,6.413548,101.48199,orange,Cluster 2
986,30,20,5,16.534603,94.7676,6.4752755,110.04479,orange,Cluster 2
987,30,17,15,31.85207,90.1222,6.407716,109.9455,orange,Cluster 2
988,5,10,13,28.047995,90.00622,6.550814,117.13115,orange,Cluster 2
989,12,15,5,31.750488,94.59551,7.3622084,115.19893,orange,Cluster 2
990,25,30,9,29.074127,93.27189,7.365492,100.78969,orange,Cluster 2
991,37,22,8,19.14382,90.71037,7.8546243,108.02308,orange,Cluster 2
992,31,27,7,16.148203,91.4448,7.995849,107.428764,orange,Cluster 2
993,28,24,7,34.05297,92.05812,6.7256007,116.802086,orange,Cluster 2
994,13,10,11,34.51424,90.561516,7.7867255,118.327194,orange,Cluster 2
995,1,14,5,32.717487,90.54608,7.656978,113.32898,orange,Cluster 2
996,19,28,7,25.162966,92.54736,7.105905,114.31172,orange,Cluster 2
997,7,17,5,27.681673,94.47317,7.199106,113.99951,orange,Cluster 2
998,16,6,12,21.350933,90.949295,7.871063,107.08621,orange,Cluster 2
999,28,12,10,11.698946,93.256386,7.566166,103.2006,orange,Cluster 2
1000,69,69,47,35.214626,91.49725,6.7932453,243.07451,papaya,Cluster 3
1001,66,59,54,42.394135,90.79028,6.5762615,88.46607,papaya,Cluster 0
1002,44,55,49,38.419163,91.142204,6.751453,119.26539,papaya,Cluster 2
1003,65,59,53,35.33295,92.11509,6.560743,235.61336,papaya,Cluster 3
1004,41,52,48,42.923252,90.076004,6.9383135,196.24083,papaya,Cluster 3
1005,43,56,49,33.835087,92.8547,6.9916263,203.4044,papaya,Cluster 3
1006,62,45,48,33.202583,92.76438,6.9777,197.52826,papaya,Cluster 3
1007,44,48,48,23.48547,93.710434,6.8337684,191.77606,papaya,Cluster 3
1008,51,52,50,29.337105,90.81782,6.73917,202.05728,papaya,Cluster 3
1009,67,46,45,40.211994,94.50767,6.993473,186.67624,papaya,Cluster 3
1010,58,45,45,42.13474,91.70445,6.7574706,197.40291,papaya,Cluster 3
1011,65,58,53,32.863167,91.46189,6.850663,47.271545,papaya,Cluster 0
1012,36,67,55,29.807444,91.380486,6.742749,232.7046,papaya,Cluster 3
1013,47,63,55,31.562138,93.048485,6.5061207,63.62251,papaya,Cluster 2
1014,59,63,46,36.32268,93.06134,6.9899273,141.17369,papaya,Cluster 3
1015,45,46,50,37.13165,94.60762,6.692156,172.4788,papaya,Cluster 3
1016,53,65,50,38.44187,93.63739,6.5440297,77.71567,papaya,Cluster 0
1017,39,56,48,32.661606,90.789314,6.927804,78.85085,papaya,Cluster 2
1018,58,52,55,27.92766,91.55594,6.721836,149.91075,papaya,Cluster 3
1019,33,68,48,39.017933,91.48816,6.992234,105.884155,papaya,Cluster 2
1020,65,54,52,32.512474,94.65904,6.7042046,51.07048,papaya,Cluster 0
1021,49,59,52,38.723827,91.72515,6.7024245,62.62377,papaya,Cluster 2
1022,69,57,50,43.302048,92.83405,6.6410985,110.562225,papaya,Cluster 0
1023,30,70,45,27.58549,90.725266,6.585346,238.50089,papaya,Cluster 3
1024,68,64,48,40.78882,92.909515,6.5631347,132.79236,papaya,Cluster 0
1025,48,61,49,23.194511,91.403015,6.5022893,206.39992,papaya,Cluster 3
1026,46,60,47,32.680676,92.61716,6.800321,248.8593,papaya,Cluster 3
1027,38,66,50,34.28879,93.61083,6.7211304,127.25098,papaya,Cluster 2
1028,47,59,46,39.3005,94.161934,6.5746775,120.95125,papaya,Cluster 2
1029,48,45,53,39.73149,91.12221,6.9193425,122.76286,papaya,Cluster 2
1030,54,56,54,39.233425,91.25589,6.5197797,64.44785,papaya,Cluster 0
1031,64,59,47,27.34735,94.17757,6.687088,40.351532,papaya,Cluster 0
1032,65,54,46,40.769985,92.09279,6.747976,209.86784,papaya,Cluster 3
1033,55,46,50,26.265594,90.796684,6.651491,59.493732,papaya,Cluster 0
1034,58,59,54,28.129715,93.321075,6.502675,117.82019,papaya,Cluster 0
1035,68,47,55,34.28046,90.55562,6.8253713,98.540474,papaya,Cluster 0
1036,30,52,45,33.796017,93.007545,6.991041,182.02681,papaya,Cluster 3
1037,54,64,49,31.532438,90.87395,6.511625,207.07352,papaya,Cluster 3
1038,40,50,50,42.30496,90.51432,6.931721,74.876785,papaya,Cluster 2
1039,45,63,50,24.636768,90.619644,6.7127724,218.22992,papaya,Cluster 3
1040,32,69,45,28.282228,91.3706,6.630165,179.27208,papaya,Cluster 3
1041,53,52,52,24.486208,92.982544,6.7619534,183.49095,papaya,Cluster 3
1042,61,62,51,42.846092,94.63548,6.691202,78.80997,papaya,Cluster 0
1043,58,49,53,43.67549,93.10887,6.608668,103.82356,papaya,Cluster 0
1044,59,54,52,42.072136,92.92203,6.840802,165.7413,papaya,Cluster 3
1045,59,69,45,33.46874,92.127464,6.8348083,136.8277,papaya,Cluster 0
1046,34,55,45,31.701838,91.66232,6.953439,48.838104,papaya,Cluster 2
1047,62,52,54,41.419685,90.03863,6.6650243,199.30965,papaya,Cluster 3
1048,70,65,46,42.54744,94.944824,6.6628757,214.41039,papaya,Cluster 3
1049,30,55,50,28.918425,94.636765,6.6786957,63.687946,papaya,Cluster 2
1050,37,50,51,43.080227,93.90306,6.542777,211.8529,papaya,Cluster 3
1051,60,70,45,29.203009,93.96834,6.8394437,209.40833,papaya,Cluster 3
1052,64,60,54,41.042244,91.37258,6.805277,181.5276,papaya,Cluster 3
1053,36,57,47,25.624466,93.1824,6.762522,97.26337,papaya,Cluster 2
1054,70,70,51,35.328766,91.061386,6.678449,163.90694,papaya,Cluster 3
1055,35,49,49,24.425613,92.27749,6.5771923,63.35299,papaya,Cluster 2
1056,40,51,46,31.182983,90.21647,6.7340055,54.018723,papaya,Cluster 2
1057,55,67,45,31.883425,91.32565,6.5244594,79.27202,papaya,Cluster 0
1058,67,60,46,42.933685,91.175674,6.501521,246.36133,papaya,Cluster 3
1059,32,54,54,23.114077,94.31995,6.7584796,231.51532,papaya,Cluster 3
1060,57,62,52,24.87212,93.9056,6.676579,135.16945,papaya,Cluster 0
